"Manufacturer Name","Model Name","HardWare Number","FirmWare Number","Application Number","Approval Number","Version","Approval Class","Product Type","Expiry Date","PIN Support","PIN Key Management","SRED Key Management","Prompt Control","PIN Entry Technology","Functions Provided","Approved usage","Remote-managed HSM","Supports ISO Format 4 (AES) PIN Blocks","Interface Isolation","Not Marketed"
"Beijing Wiseasy Technology Co., Ltd.","WPOS-3 X"," P4.x  P5.x P3.x P8.x"," SP_V1.23_L0T0_xxxxxx,SP_V1.22_L0T0_xxxxxx",,4-30413,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Beijing Wiseasy Technology Co., Ltd.",WPOS-MINI,"P1 P1.1","V1.51_01.00_029,V1.5_00.01",,4-30315,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Beijing Wiseasy Technology Co., Ltd.",WPOS-QT,P1.0x,V1.52_01.01_xxx,,4-90106,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Beijing Wiseasy Technology Co., Ltd.",WPOS-TAB,"V0.1x V0.2x","V1.51_00.01_xxx,V1.52_01.01_xxx",,4-30390,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Bennett Pump Company",SSP5," 125881  or 143772 Assembly number 142430 with components: SPM5 147873 (7&quot;) or 147874 (10&quot;); and Privacy Shield 115468"," Main Firmware: 147066. 10.xx.xx,Security Firmware: 145157.xxx",,4-70045,5.x,UPT,,"30 Apr 2026",Online,"TDES:DUKPT; AES:N/A",,Vendor-controlled,"Physical Keypad","Display,ICCR,MSR,OP",,,,,0
"Bitel co., ltd",IC3600,4V1,IC3600fw2v5,,4-40300,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,OP",,,,,0
"Bitel co., ltd",IC3700,1V0,2V4,"IC3700 B17xxxxxxx",4-60225,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,OP",,,,,0
"Bitel co., ltd",IC5200,1V0,IC5200fw2v3,"IC5200 B1807270",4-40251,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK",,Both,"Touch Screen","Display,ICCR,MSR",,,,,0
"Bizswitch Services","TOKO 1",5.01.4.x,2.x.x,,4-80054,3.x,HSM,,"30 Apr 2026",N/A,"TDES:N/A; AES:N/A",,N/A,N/A,,Restricted,,,,0
"Block, Inc.","S8, S8-1"," S8-1 S8",SCRP.1.x.xx.xx,,4-10253,5.x,SCRP,,"30 Apr 2026","Online & Offline","TDES:DUKPT; AES:DUKPT",,N/A,N/A,"ICCR,CTLS,OP,SRED",,,,,0
"Block, Inc.",SPC1-01,SPC1-01,SCRP.1.x.xx.xxx,,4-30355,5.x,SCRP,,"30 Apr 2026","Online & Offline","TDES:DUKPT; AES:DUKPT",,N/A,N/A,"ICCR,CTLS,OP,SRED",,,,,0
"Block, Inc.",SPC2,"xxxxS171xxxxxxxx xxxxS223xxxxxxxx",SCRP.1.x.xx.xxx,,4-40335,6.x,SCRP,,"30 Apr 2031","Online & Offline","TDES:DUKPT; AES:DUKPT","TDES:N/A; AES:DUKPT; FPE:No",N/A,N/A,"ICCR,CTLS,OP,SRED",,,Yes,,0
"Block, Inc.",SPD1-01-A,SPD1-01-A,"PTS.1.x.xx.xxxx,PTS.2.x.xx.xxxx",,4-30370,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:DUKPT; AES:DUKPT",,Vendor-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Block, Inc.",SPD2," xxxxS145xxxxxxxx SPD2-xx-A","PTS.1.x.xx.xxxx,PTS.2.x.xx.xxxx",,4-30399,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:DUKPT; AES:DUKPT",,Vendor-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Block, Inc.","SPG1-01; SPH1"," xxxxS176xxxxxxxx  xxxxS196xxxxxxxx xxxxS155xxxxxxxx xxxxS196xxxxxxxx","SCRP.1.x.xx.xxxSCRP.1.x.xx.xxx: 31 Dec 2026",,4-40313,6.x,SCRP,,"30 Apr 2031","Online & Offline","TDES:DUKPT; AES:DUKPT","TDES:N/A; AES:DUKPT; FPE:No",N/A,N/A,"ICCR,CTLS,SRED",,,Yes,,0
"Block, Inc.","SPG1-02, SPH1-02"," xxxxS214xxxxxxxx xxxxS211xxxxxxxx","SCRP.1.x.xx.xxxSCRP.1.x.xx.xxx: 31 Dec 2026",,4-40414,6.x,SCRP,,"30 Apr 2031","Online & Offline","TDES:DUKPT; AES:DUKPT","TDES:N/A; AES:DUKPT; FPE:No",N/A,N/A,"ICCR,CTLS,SRED",,,Yes,,0
"Block, Inc.",SPS4,"SPS4-xx-A xxxxS163xxxxxxxx","PTS.1.x.xx.xxxx,PTS.2.x.xx.xxxx",,4-30425,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:DUKPT; AES:DUKPT",,Vendor-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,SRED",,,Yes,,0
"Bluebird Inc.",MT280," MT280xxxxx2xxxxxxxx (with fingerprint scanner) MT280xxxx2xxxxxxxx (without fingerprint scanner)",001.000.xxxxx,,4-40250,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK",,Vendor-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Bluebird Inc.",SP500,SP500xxxxx1xxxxxxxx,xxxxxxxx_R0.06,,4-40268,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Bluebird Inc.","SP60, SP60M"," SP60MAxxxx1xxxxx SP60Axxxx1xxxxx","xxxxxxxx_R1.01xxxxxxxx_R1.01: 31 Dec 2026",,4-40440,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:DUKPT; FPE:No",,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Bull S.A.S","Crypt2Pay XT",V006/x," V12.04-08I, V12.05-04D, V12.05-04I, V12.05-09D, V12.05-09I, V12.05-13I, V13.01-05D, V13.01-05I, V13.01-09D, V13.01-09I,V12.04-08D,V12.05-13D",,4-30458,3.x,HSM,,"30 Apr 2026",N/A,"TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK,DUKPT",,N/A,N/A,,Restricted,,Yes,,0
"Cantaloupe Inc.","ePort Engage",UPT1000F-HW-V1.01.xxxx,xxxx-xxxx-xxxx-xxxx-0027,,4-80058,5.x,PED,OEM,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Cantaloupe Inc.","ePort Engage Combo",UPT1000B-HW-V1.00.xxxx,002x-002x-003x-xx12,,4-80059,5.x,PED,OEM,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK,DUKPT",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Castles Technology Co., Ltd.",AMS1,HW-V1.00,"1.4.1.xxxxxx1.4.1.xxxxxx: 31 Dec 2024",,4-80071,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:DUKPT; AES:MK/SK,DUKPT; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,No,Yes,"Bluetooth,Wi-Fi",0
"Castles Technology Co., Ltd.",MP200,"MP200-HW-v1.04 MP200-HW-v1.05",xx1x-xx1x-xx2x-xx23-0028,,4-80053,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK,DUKPT",,Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Castles Technology Co., Ltd.","S1E2, S1E2-L, S1E2N"," S1E2-L: HW-V1.00  S1E2N: HW-V1.00 HW-V1.00 S1E2: HW-V1.00"," S1E2N: 1.1.1.xxxxxx,1.4.1.xxxxxx,S1E2 & S1E2-L: 1.4.1.xxxxxxS1E2 & S1E2-L: 1.4.1.xxxxxx: 31 Dec 2025,S1E2N: 1.1.1.xxxxxx: 31 Dec 2025,1.4.1.xxxxxx: 31 Dec 2024",,4-80075,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Castles Technology Co., Ltd.",S1F3,HW-V1C.00,"1.5.1.xxxxxx1.5.1.xxxxxx: 31 Dec 2025",,4-80085,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Castles Technology Co., Ltd.","S1F4 PRO",HW-V-1G.00,"1.6.1.xxxxxx1.6.1.xxxxxx: 31 Dec 2026",,4-80094,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:DUKPT; AES:DUKPT; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Castles Technology Co., Ltd.","S1L2, S1L2N"," S1L2N: HW-V1.00 S1L2: HW-V1.02"," S1L2N: 1.1.1.xxxxxx,S1L2: 1.4.1.xxxxxxS1L2: 1.4.1.xxxxxx: 31 Dec 2026,S1L2N: 1.1.1.xxxxxx: 31 Dec 2026",,4-80088,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Castles Technology Co., Ltd.",S1MINI2,HW-V-1E.00,"1.6.1.xxxxxx1.6.1.xxxxxx: 31 Dec 2026",,4-80091,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:DUKPT","TDES:DUKPT; AES:DUKPT; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,CTLS,OP,SRED",,,Yes,,0
"Castles Technology Co., Ltd.",S1P,HW-V1B.00,"1.4.1.xxxxxx1.4.1.xxxxxx: 31 Dec 2025",,4-80082,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Castles Technology Co., Ltd.",S1P2,HW-V-1D.00,"1.6.1.xxxxxx1.6.1.xxxxxx: 31 Dec 2026",,4-80092,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:DUKPT; AES:DUKPT; FPE:No",Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Castles Technology Co., Ltd.",S1U2,HW-V1.00,"1.4.1.xxxxxx1.4.1.xxxxxx: 31 Dec 2025",,4-80077,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Castles Technology Co., Ltd.",S2L,HW-V1A.00,"1.4.1.xxxxxx1.4.1.xxxxxx: 31 Dec 2025",,4-80084,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Castles Technology Co., Ltd.",SATURN1000," SATURN1000-HW-V1.03.xxxx SATURN1000-HW-V1.01.xxxx SATURN1000-HW-V1.04.xxxx"," 1.1.2.xxxxxx,1.1.1.xxxxxx",,4-80033,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Castles Technology Co., Ltd.",SATURN1000,SATURN1000-HW-V2.00.xxxx," 1.4.1.xxxxxx,1.3.1.xxxxxx1.3.1.xxxxxx: 31 Dec 2025,1.4.1.xxxxxx: 31 Dec 2025",,4-30416,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:DUKPT; AES:MK/SK,DUKPT; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Castles Technology Co., Ltd.",SATURN1000-E,SATURN1000E-HW-V1.20.xxxx,1.1.1.xxxxxx,,4-80037,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK,DUKPT",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Castles Technology Co., Ltd.","SATURN1000-E UPT","SATURN1000-E UPT-HW-V1.00.xxxx",1.2.1.xxxxxx,,4-30402,5.x,PED,OEM,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK,DUKPT",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Castles Technology Co., Ltd.",SATURN1000-K,SATURN1000KC-HW-V1.00.xxxx,1.2.1.xxxxxx,,4-30417,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK,DUKPT",,Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Castles Technology Co., Ltd.",SATURN1000-K,SATURN1000KC-HW-V1.00.xxxx,"1.2.1.xxxxxx1.2.1.xxxxxx: 31 Dec 2023",,4-30434,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Castles Technology Co., Ltd.",SATURN1000-L,SATURN1000L-HW-V1.02.xxxx,1.1.2.xxxxxx,,4-80043,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK,DUKPT",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Castles Technology Co., Ltd.",SATURN1000MINI,SATURN1000MINI-HW-V1.00.xxxx,"1.4.1.xxxxxx1.4.1.xxxxxx: 31 Dec 2026",,4-80061,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,CTLS,OP,SRED",,,,,0
"Castles Technology Co., Ltd.",UPT1000B,UPT1000B-HW-V1.00.xxxx,002x-002x-003x-xx12,,4-30373,5.x,PED,OEM,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK,DUKPT",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Castles Technology Co., Ltd.",UPT1000F,UPT1000F-HW-V1.01.xxxx,xxxx-xxxx-xxxx-xxxx-0027,,4-80031,5.x,PED,OEM,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Castles Technology Co., Ltd.",V3CT3,HW-V2.00,"xx2x-xx3x-xx3x-xx20xx2x-xx3x-xx3x-xx20: 31 Dec 2025",,4-30509,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Castles Technology Co., Ltd.",V3M3,V3M3-HW-V2.00.xxxx.x,"xx2x-xx3x-xx3x-xx20xx2x-xx3x-xx3x-xx20: 31 Dec 2023",,4-80055,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Castles Technology Co., Ltd.",V3P3,HW-V1.40,"xx2x-xx3x-xx3x-xx20xx2x-xx3x-xx3x-xx20: 31 Dec 2024",,4-80073,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Castles Technology Co., Ltd.",VEGA3000," VEGA3000-HW-V1.4.xxxx-E (Quectel GPRS) VEGA3000-HW-V1.4.xxxx-A (Telit GPRS)","002x-002x-003x-xx19,xx28-xx35-xx32-xx20",,4-30332,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK,DUKPT",,Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Castles Technology Co., Ltd.",VEGA3000,VEGA3000-HW-v1.3.xxxx,"0xxx-0xxx-xx3x-xx200xxx-0xxx-xx3x-xx20: 31 Dec 2026",,4-80087,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Castles Technology Co., Ltd.","VEGA3000 UltraLite"," VEGA3000-UL-HW-V1.03.xxxx VEGA3000-UL-HW-V1.02.xxxx",001x-001x-002x-K01x,VR0A001x,4-80034,3.x,KLD,,"30 Apr 2026",N/A,"TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK",,Acquirer-controlled,"Physical Keypad",CTLS,,,,,0
"CCV GmbH","CCV COR"," CR2: CCV COR-A12-x0x-xxx-01  CR2: CCV COR-A12-x0x-xxx-02  CR3: CCV COR-A20-x0x-xxx-01  CR3: CCV COR-A20-x0x-xxx-02 CR1: CCV COR-A10-x0x-xxx-01 CR1: CCV COR-A10-x0x-xxx-02"," MSP: MSP.SCCCVD.v00.0001.14.xx, MSP:0001.14.xx,Cortex: COR.APIDEN.v01.0001.xx.xx ,Cortex:V1.0001.33.xx",",",4-20338,5.x,SCR,OEM,"30 Apr 2026",N/A,"TDES:N/A; AES:N/A",,N/A,N/A,"CTLS,SRED",,,,,0
"CCV GmbH","CCV InSync","CCV InSync-01",SEC:CCVCTPv0015.xx.xx,,4-20325,5.x,"Non PED",,"30 Apr 2026",N/A,"TDES:N/A; AES:N/A",,N/A,N/A,"Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"CCV GmbH","CCV OPM-C60","CCV OPM-C60-A01-xxx-02"," MSP:CCVD.-0004.01.xx,SEC:CCVCTPv0016.xx.xx,SEC:CCVCTPv0017.xx.xx",,4-20340,5.x,"Non PED",OEM,"30 Apr 2026",N/A,"TDES:N/A; AES:N/A",,N/A,N/A,"OP,SRED",,,,,0
"CCV GmbH","CCV OPP-C60c, CCV OPP-C60s, CCV OPP-C60m"," PED2: CCV OPP-C60-S02-xxx-03  PED3: CCV OPP-C60-M02-xxx-03 PED1: CCV OPP-C60-C01-xxx-02"," MSP:CCVD.-0004.01.xx, PED2, PED3:, SEC:CCVCTPv0016.xx.xx,PED1,SEC:CCVCTPv0017.xx.xx",,4-20336,5.x,PED,OEM,"30 Apr 2026","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK",,Vendor-controlled,"Physical Keypad","Display,OP,SRED",,,,,0
"CCV GmbH","CCV SCR-C60"," CR2: CCV SCR-C60-xxx-B03-02  CR3: CCV SCR-C60-xxx-B04-02  CR4: CCV SCR-C60-xxx-B05-02  CR5: CCV SCR-C60-xxx-B06-02 CR1: CCV SCR-C60-xxx-B02-01"," MSP:0000.23.xx,Cortex:V1.0001.33.xx",,4-20339,5.x,SCR,OEM,"30 Apr 2026",N/A,"TDES:N/A; AES:N/A",,N/A,N/A,"ICCR,MSR,SRED",,,,,0
"CCV Group B.V.","P400, P400 Plus"," H435-07-02-xx0-x0-A0  H435-07-02-xx0-x0-A1 (P400)  H435-07-32-xx0-x0-A0  H435-07-32-xx0-x0-A1 (P400 Plus)  H435-07-32-xxx-x0-B0 H435-07-02-xx0-x0-A2 (P400); H435-07-02-xxx-x0-B1 (P400 Plus); H435-07-32-xx0-x0-A2 (P400 Plus); H435-07-32-xxx-x0-B1 (P400 Plus) H435-07-02-xxx-x0-B0"," AppM: 11.x.x.x, AppM: 12.x.x, OP: 1.x.x, SRED: 7.x.x.x, VAULT: 8.x.x, VFSRED: 9.x.x,Vault: 7.x.x.x","VxSec: 14.x.x,. VxMain: 12.x.x",4-30327,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:DUKPT",,Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"CCV Group B.V.","UpLoad HSM CSe10, UpLoad HSM CSe100"," 4.00.5.x 4.00.4.2"," 8.x.x,7.x.x,9.x.x",,4-80070,3.x,HSM,,"30 Apr 2026",N/A,"TDES:N/A; AES:N/A",,N/A,N/A,,Restricted,No,Yes,,0
"CCV Group B.V.","UpLoad HSM Se12, UpLoad HSM Se52, UpLoad HSM Se500, UpLoad HSM Se1500",5.01.4.2," 8.x.x,7.x.x,9.x.x",,4-80069,3.x,HSM,,"30 Apr 2026",N/A,"TDES:N/A; AES:N/A",,N/A,N/A,,Restricted,No,Yes,,0
"CCV Group B.V.","V400c, V400c Plus"," H425-07-03-xxx-xx-B1 (V400c)  H425-07-33-xxx-xx-B0  H425-07-33-xxx-xx-B1 (V400c Plus) H425-07-03-xxx-xx-B0"," AppM: 11.x.x, AppM: 12.x.x, VAULT: 8.x.x, VFOP: 1.x.x, VFSRED: 7.x.x, VFSRED: 9.x.x,VAULT: 7.x.x,VAULT: 8.x.x",",VxSec: 14.x.x., . VxMain: 12.x.x.. ",4-30328,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:DUKPT",,Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"CCV Group B.V.","V400m Plus"," H475-07-70-xxx-x1-B0 (V400m Plus 4G) H475-07-38-xxx-x1-B0 (V400m Plus 3G)"," AppM: 10.x.x, AppM: 11.x.x, AppM: 12.x.x, VAULT: 7.x.x, VAULT: 8.x.x, VFOP: 1.x.x, VFSRED: 7.x.x, VFSRED: 9.x.x,VAULT: 6.x.x,VAULT: 8.x.x",",VxSec: 14.x.x.. VxMain: 12.x.x.",4-30329,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:DUKPT",,Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Charge Anywhere, LLC","Charge Anywhere Q2",1.0,1.0.x,,4-90264,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Charge Anywhere, LLC","CHARGE ANYWHERE Q3",1.0,1.0.xx-xxxx,,4-90302,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"China Electronic Financial Equipment Systems (Shen Zhen) co., Ltd.",ZDH01,P5xx,"SxxSxx: 31 Dec 2023",,4-90137,6.x,EPP,OEM,"30 Apr 2031",Online,"TDES:MK/SK; AES:MK/SK","TDES:N/A; AES:N/A; FPE:No",N/A,"Physical Keypad",,,,,,0
"Ciontek technology corp.",CM30," A62.12xx  A62.21xx  A62.22xx A62.11xx"," SP firmware version: 1.1.1.xxx,AP firmware version: 1.0.1.xxxAP firmware version: 1.0.1.xxx: 31 Dec 2026,SP firmware version: 1.1.1.xxx: 31 Dec 2026",,4-40423,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,CTLS,OP,SRED",,,Yes,,0
"Ciontek technology corp.",CS10,A26.xxxx," 1.1.0, 1.1.1,1.0.0,1.0.1",,4-90034,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK,DUKPT",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP",,,,,0
"Ciontek technology corp.",CS20," A54.xxxx (device with 5.5&#39;&#39; LCD) A50.xxxx (device with 5.7&#39;&#39; LCD)"," SP version: 1.1.1.xxx, SP version: 1.1.2.xxx,AP version: 1.0.1.xxx,AP version: 1.0.2.xxxAP version: 1.0.2.xxx: 31 Dec 2024,SP version: 1.1.2.xxx: 31 Dec 2024,AP version: 1.0.1.xxx: 31 Dec 2023,SP version: 1.1.1.xxx: 31 Dec 2023",,4-40316,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
